doctor_id	profession_direction	profile	doctor_title	education_title	hospital	consultation_amount	cure_satisfaction	attitude_satisfaction	message
6964605014	口腔科	北京大学口腔医学院口腔颌面外科博士毕业至今于中日友好医院口腔医学中心工作	医师		中日友好医院	6	0.99	0.99	
284578	口腔科	蒋锋，男，副主任医师，从事口腔工作20年，在江苏省口腔医院系统进修学习种植牙理论与实践操作技术。	副主任医师	讲师	淮安市第一人民医院	5	0.93	0.93	
110118	口腔科	王峰，男，副主任医师，华西医科大学口腔颌面外科医学硕士、博士，熟悉各种口腔颌面外科相关疾病的诊治。尤其擅长以下疾病的诊治：1.种植牙，特别是各种复杂情况下的种植牙，如需要做上颌窦内、外提升手术后的种植牙；需要植骨（骨增量）和软组织移植（软组织增量）后的种植牙手术2.各种疑难复杂牙的微创拔除（智齿、埋伏牙等）3.补牙，根管治疗4、烤瓷牙修复	副主任医师		首都医科大学附属北京口腔医院（天坛部）	88	1.0	1.0	信任无价！您选择我，就是选择了国内顶尖的口腔医生，上榜好大夫网站，2015、2016、2017、2018、2019、2020连续六届“年度好大夫”（唯一获此殊荣的口腔医生）。擅长：1、各种复杂牙（智齿、埋伏牙等）的拔除；2、各种复杂情况下（上颌窦内、外提升手术，各种植骨手术）的种植牙植入手术，治疗的每一个步骤都能做到最小创伤；3.补牙，根管治疗；4、烤瓷牙修复5、为保证效果，治疗的每一个步骤，都有王峰医生本人亲自完成。
24708	口腔科	日本东北大学医学工学博士（PhD）。曾在美国密歇根大学牙学院、美国密歇根大学医院口腔颌面外科、美国密歇根大学显微微创实验室、日本东北大学医工学肿瘤研究科、日本东北大学医院口腔颌面外科及上海第九人民医院口腔颌面外科工作、研修和访问。系统接受口腔颌面部肿瘤、显微外科、创伤、畸形及牙槽外科（包括颅颌面种植）等国家级专业训练。擅长口腔颌面部肿瘤、创伤、感染、畸形、牙槽外科疾病、口腔颌面部缺损的整复以及疼痛的诊断与治疗。职业座右铭：救治，帮助，安慰！	主任医师	教授	华中科技大学同济医学院附属同济医院	30	0.97	0.97	行医有道，'缘'在其中！口腔头颈颌面外科是我的专业，希望通过我与同道的共同努力，为您解除病痛。行医为人之道：“仁爱第一！”
2040288910	口腔科	北京大学口腔医学博士，北京大学口腔医院口腔综合专业主治医师。2013年5月至2014年10月，于美国纽约州罗切斯特大学伊斯曼牙科中心(UniversityofRochester,EastmanInstituteforOralHealth)进修全科牙医高等教育及口腔综合临床训练（AdvancedEducationinGeneralDentistry），获美国牙科协会(ADA)专业认证。擅长口腔常见病综合诊治，包括牙体牙髓疾病、牙齿修复、微创拔牙等。	主治医师		北京大学口腔医院, 北京大学口腔医院第一门诊部	33	1.0	1.0	怀着美国人文医疗的心念，摸索在中国的实践。
537766032	口腔科	伍明毅，男，主治医师，医学硕士，中华口腔医学会会员，中华口腔医学会种植专委会会员，Nobel全数字化种植认证医师。毕业于华西医科大学口腔医学院，从事口腔临床工作近20年，在口腔颌面外科及口腔常见病方面有独到见解，深受同行肯定和患者好评。擅长口腔种植、口腔微创拔牙、口腔美容修复治疗、固定义齿、口腔颌面部手术及颞下颌关节疾病诊治。	主治医师	讲师	重庆医科大学附属第二医院	10	1.0	1.0	欢迎咨询关注微信“重医附二院”公众号，可直接微信预约挂号。自2018年4月起，门诊挂号有限号，特殊情况请找我加号。经常有患者朋友问我有没有什么方便简单快捷高效的方式可以长期联系到我，方便快捷的健康咨询保障。也为了能够避免患者朋友们因为请假难、挂号难、时间少等因素导致病情一拖再拖。我已开通家庭医生服务。希望在即将到来的冬天，尽我所能为您的牙齿保驾护航。请我的家庭医生流程如下（两种方式）：1.微信：点击公众号—搜好大夫—点击我的医生—点击“发消息”—选择家庭医生即可2.好大夫在线APP：搜索医生名称—点击医生—点击“请他做我的家庭医生”即可
6695779207	口腔科	北京大学口腔医学院口腔颌面外科学博士，擅长无痛微创牙种植、无痛微创复杂牙拔除。	主治医师		北京大学口腔医院	60	0.99	0.99	医保患者挂号途径：微信小程序搜索“北京大学口腔医院医疗服务助手”每日中午十二点放第三日号；自费及公费患者如想到总院就诊可按前述途径挂号，或者通过好大夫app预约我的个人工作室就诊，预约难度相对较低，就诊时间相对灵活，就诊环境相对静谧。⚠️预约个人工作室就诊为全自费项目。
279021	口腔科	陈慧敏，女，副主任医师，口腔医学硕士，口腔颌面外科学博士，现就职于综合治疗二。专业特长：各类复杂牙拔除，口腔颌面部小肿物手术等。于1999年考入北京医科大学（现北京大学医学部）7年制口腔医学专业学习，2006年毕业于北京大学口腔医学院，获口腔医学硕士学位。2006年考入北京大学口腔医学院口腔颌面外科学博士研究生，2009年在北京大学口腔医学院获口腔颌面外科学博士学位。2009年晋升为主治医师，并就职于综合治疗二科，工作至今。以第一作者身份发表论文六篇，参与编译《Peterson口腔颌面外科学》专业书籍。	副主任医师		北京大学口腔医院, 北京大学口腔医院第一门诊部	60	1.0	1.0	
6964604467	口腔科	口腔医学硕士，毕业于四川大学华西口腔医学院。中华口腔医学会会员，中华口腔医学会牙周病学专业委员会专科会员，北京医学会牙周专委会委员。	主治医师		北京市大兴区人民医院	20	1.0	1.0	欢迎患者来大兴区人民医院口腔科以及我的口腔工作室就诊，我将用我的专业知识全心全意为广大患者服务，祝患者早日康复。
6964382370	口腔科	李应龙博士，毕业于北京大学，师从北京大学口腔医院综合科潘洁主任，中华口腔医学会会员，擅长美学修复，口腔种植，根管治疗，微创复杂牙拔除等，多次受邀参加国际、国内学术会议。	医师		首都医科大学附属北京朝阳医院	15	1.0	1.0	欢迎来到工作站患者朋友，您好，欢迎来到我的工作站，本人长期致力于口腔种植，微创复杂牙拔除，美学修复以及牙周病多学科的临床诊疗以及研究工作，如果您有相关的牙齿问题，欢迎在工作站跟我交流，我们共同努力，为您的口腔健康保驾护航！
1660856297	口腔科	2020年度中国好大夫；上海市第十人民医院口腔科副主任医师；上海交通大学九院口腔医学硕士；法国巴黎狄德罗大学种植牙周专科访问学者；法国巴黎Pitie-Salpetriere医院Rothschild医院种植牙周专科进修；世界口腔全科及激光学会WFLD中国国家代表及亚太区理事；上海市口腔医学会全科口腔医学专业委员会委员；上海市口腔医学会口腔基础医学专业委员会委员；中华口腔医学会口腔激光专业委员会青年委员；上海市住院医生规范化培训考官；上海市劳动能力鉴定委员会医疗鉴定专家；上海市科委评审专家；上海市英语高级口译。长期工作于临床第一线，具有二十年的丰富临床工作经验，医疗技术和态度深受患者肯定。因国家开放公立医院医生多点执业，2018年起本人在业余时间作为特聘专家在易美口腔坐诊。执业经历：在上海市第九人民医院工作学习七年，研究生师从梁景平教授，束蓉教授，周曾同教授，朱亚琴教授，张修银教授等著名口腔医疗权威。后进入上海十院口腔科工作至今。2004年晋升主治医生，2013年晋升副主任医师。2015-2016年公派法国巴黎狄德罗大学附属Pitie-Salpetriere医院，Rothschild医院种植牙周专科进修，师从欧洲牙周种植界权威——巴黎狄德罗大学牙周病学系主任PhilippeBouchard教授。2017年德国亚琛大学学习交流2004年起承担同济大学，南京医科大学等多家医学院校本科生、临床七年制《口腔科学》的理论授课及临床带教，悉心培养下一代医生。承担上海市卫计委住院医师规范化培训带教工作，并担任全市统考考官。	副主任医师		上海市第十人民医院, 朱磊医生个人工作室（上海市 静安区）	60	1.0	1.0	很荣幸当选为“中国好大夫”，这是上海及全国各地患者朋友对我医疗技术，工作态度的最高肯定，我会不断鞭策自己，提升自己给患者最好的医疗服务。
5699821179	口腔科	四川大学华西口腔医学院口腔种植学博士日本东北大学齿科学双博士毕业至今于中日友好医院口腔医学中心工作	主治医师		中日友好医院	30	0.99	0.99	天下没有难拔的智齿吾生也有牙，而知也无涯~欢迎来到有温度有思想的光医生小站~有任何口腔外科、口腔种植及口腔修复方面的问题都可以咨询我~
9032021271	口腔科	河北医科大学硕士工作四年	医师		北京中医药大学东直门医院	5	1.0	1.0	
549130793	口腔科	廖雁婷，女，2010年毕业于北京大学口腔医学院，获得博士学位，并留校于综合二科工作至今。2014年被派往美国罗切斯特大学伊斯曼牙学院访问交流。目前，一直在院承担医教研工作，获院先进工作者称号，发表论文数篇。	主治医师		北京大学口腔医院	80	1.0	1.0	欢迎来到廖雁婷医生的网上诊室您好！我是北大口腔医院综合二科的廖雁婷医生。如有关于口腔方面的问题，或是诊后复查等，可以向我咨询。
131830	口腔科	王战鑫，男，vip综合科主任，副教授，口腔医学博士，中华口腔医学会会员，吉林省牙及牙槽外科专委会常委。1990年就读于白求恩医科大学口腔系，1998年硕士毕业后留校工作，2006年获得口腔医学博士学位，现在吉林大学口腔医院VIP综合诊室工作.从事全科医疗，以口腔外科为主，主要从事工作：口腔修复治疗、牙槽外科、口腔牙体牙髓病及牙周病。擅长：口腔修复治疗、无痛及微创拔牙。	副主任医师	副教授	吉林大学口腔医院	30	0.98	0.98	关注口腔健康，展现灿烂笑容我现在吉林大学口腔医院vip诊室，从事全科医疗，以口腔外科为主，现在主要开展无痛拔牙、微创拔牙，以及临床各种肿瘤手术治疗。医治疾病、减轻痛苦是我从医的最高追求，所以我用我的真诚对待每一位就诊的患者，让病人在轻松愉悦的氛围里解除病痛，患者的健康就是我的幸福！
5699269112	口腔科	2013年毕业于北京大学口腔医学院，获得博士学位，之后一直于中日医院口腔医学中心口腔全科工作至今。全科口腔医师，牙周黏膜病专科医师。	主治医师		中日友好医院	20	0.98	0.98	
273521	口腔科	刘鸿斌，男，主治医师，大学本科毕业，参加工作十七年，先前一直在口腔颌面外科病房工作，对于口腔颌面部疾病积累了丰富的经验，2009年在北京大学第三医院（北医三院）进修整形美容。现专职门诊开展各类拔牙，头面颈及口腔各种手术。	主治医师	讲师	玉溪市人民医院	19	1.0	1.0	欢迎您登陆刘医生工作站！茫茫人海，有幸通过网络我们相识！我是一名口腔医生，擅长拔牙和做口腔头面颈部的手术。希望我们相知！用我所学，彼此信任，共同努力，为您的健康，点亮一盏明灯！
5258449130	口腔科	美国牙医协会（ADA）会员，中华口腔医学会（CSA）会员。毕业于上海交通大学医学院口腔七年制专业，师从国内著名牙周病学专家束蓉教授及牙体牙髓病学专家梁景平教授，毕业留校就职于上海第九人民医院口腔内科工作9年，后调至上海第十人民口腔科工作至今，长期工作于临床第一线，具有16年的丰富临床经验。坚持无痛治疗原则，能根据患者要求制定合理科学的个性化治疗方案。因国家开放多点执业政策，业余时间作为特聘专家在上海雅洁口腔医院暨上海第十人民医院杨浦口腔分院坐诊。	主治医师	讲师	上海市第十人民医院	15	0.98	0.98	
578200049	口腔科	中华口腔医学会口腔全科医师委员会青年委员北京口腔医学会口腔修复委员会青年委员中华口腔医学会口腔修复学专业委员会专科会员北京大学人民医院口腔科主治医师北京大学口腔医学院口腔修复学博士北京大学医学部口腔医学学士	主治医师		北京大学人民医院	30	1.0	1.0	最近医院出诊安排有变只出拔牙和种植修复门诊各位朋友挂号请注意。1、就诊后朋友，点我头像去文章板块查看术后医嘱，注意事项。2、切记去科普文章区去看牙周病和刷牙科普。3、牙齿种植，缺失牙镶牙（口腔修复），拔复杂智齿是我特长，补牙根管治疗请挂口内专业大夫。
4481755384	口腔科	暨南大学附属第一医院口腔医疗中心口腔内科专家，主要从事牙齿保存的治疗和修复工作，临床工作与教学十余年，经验丰富。暨南大学口腔医学院本科毕业，中山大学口腔医学院研修班毕业，中华口腔医学会牙体牙髓病学分会及牙周病学分会会员。能紧跟国际先进口腔医学理念和技术发展潮流，是国际牙体牙髓微创美学治疗的倡导者之一。	主治医师	助教	暨南大学附属第一医院	20	1.0	1.0	美丽健康从“齿”开始。牙好，胃口就好，心情也好，笑口常开，身体倍儿棒，吃嘛嘛香。
172466	口腔科	主任医师。上海交通大学口腔医学院博士毕业。主要擅长各类牙周病诊治，种植牙修复等。发表论文二十余篇，承担市级课题三项，区级课题三项，参与国家级课题一项。	主任医师		华中科技大学协和深圳医院	15	1.0	1.0	您好，我是章医生。如果有任何问题可以在这里和我沟通，感谢您的信任！
26902	口腔科	吴东红，男，副主任医师，1991年毕业于白求恩医科大学口腔医学系，1998年考入山东大学医学院口腔医学系硕士研究生，2001年毕业获硕士学位。熟悉口腔专业基础及临床理论，具有丰富的临床经验，研究方向为口腔粘膜病，擅长口腔粘膜病、牙体牙髓病、牙周病和根尖周病的诊治及前牙牙体缺损的美容修复。曾在中华口腔医学杂志及其它国家级、省级杂志发表学术论文7篇。	副主任医师		河南省人民医院	30	0.97	0.97	美丽人生从齿开始擅长扁平苔藓、复发性口腔溃疡等黏膜病的诊断和治疗感谢您关注我的网络工作室，祝您早日康复，同时也希望能给您带来更多就医的便利！以下有几个温馨提示：1、在恢复过程中有些小问题，不方便来医院的情况下，建议使用“网络咨询”，请将您的病历信息填写完整，这样我才能最大限度给您最中肯最客观的建议指导。2、情况紧急的或者想要得到快速解答的患者可以申请“电话咨询”节约时间成本。3、需要长期随访的患者，可以申请“家庭医生服务”此服务无咨询次数的限制，如病情需要长期咨询和我保持联系的，可以选择此服务，每月两次与我的紧急通话；避免不必要的来回医院奔波劳累。4、如果，不习惯这些方式，可以来医院找我面诊。在线预约复诊时间5.凡在我门诊就诊并且报到成功的老患者，报到后当月，我会提供3次免费咨询机会，由于时间和精力有限以及好大夫平台的限制，3次过后，需要收取一定的咨询费用了，也希望各位患友珍惜咨询机会，避免不要的花销，同时尽可能一次表达自己的意思，避免“你好、在不在、、再见等”没有价值的问话。
5928583379	口腔科	北京大学口腔医学博士，现为北京大学口腔医院口腔综合科主治医师，主要研究方向为活髓保存治疗。	主治医师		北京大学口腔医院, 北京大学口腔医院第一门诊部	30	1.0	1.0	患者朋友们好，欢迎来到我的工作站！1.病情咨询：请您尽量提供已有的病历和影像学资料，如有可能尽量提供清晰度高的口内牙齿照片，描述清楚起病的时间、症状及病情变化，我将尽力为您解答。2.医院号源由医院统一管理，初诊患者本人无权提供医院门诊加号。3.门诊已就诊过的患者，如有诊后不适或其他问题可随时与我沟通，我会尽快回复。4.需要复查的患者，请您拍摄末次病历，我将为您预约复查时间。希望大家都能拥有健康稳固，美白靓丽的牙齿！
1512713461	口腔科	北京大学医学部口腔医学博士综合专业主治医师	主治医师		北京大学口腔医院, 北京大学口腔医院第一门诊部	60	1.0	1.0	
6964440824	口腔科	擅长颌面部良恶性肿瘤、骨折的诊断治疗，对显微外科修复重建领域有一定造诣。	主治医师		中国科学技术大学附属第一医院	6	1.0	1.0	我提供不同方案，你选择，我们达成共识。
578544554	口腔科	张梦葩，女，主治医师，医学硕士，毕业于第四军医大学，主攻口腔修复及牙体牙髓病的治疗，擅长固定义齿(烤瓷冠桥、全瓷冠桥)、可摘局部义齿、全口义齿、精密复杂义齿等的修复；牙髓病、复杂根管做治疗以及牙齿美容修复。善于综合各方面因素，为患者制定出最佳治疗方案。	主治医师		西安大兴医院	5	1.0	1.0	
2603278873	口腔科	本科毕业于南京医科大学，研究生毕业于中山大学口腔外科专业，口腔外科主治医师，中华口腔医学会会员。从事口腔临床工作近20年，在微创拔牙、口腔颌面手术积累了丰富的经验。	主治医师	讲师	杭州市第一人民医院	30	0.96	0.96	竭诚做你健康的卫士优治口腔是杭州地区为数不多的以微创拔牙为特色的口腔诊所。从医20余年，本人具有丰富的微创拔牙经验。在微创理念指导下使用先进、高效的超声骨刀等器械微创拔除各类复杂牙及阻生智齿。病友可以与我预约周末优治口腔微创拔牙。除微创拔牙之外，专长口腔颌面外科疾病的诊治，牙体牙髓疾病诊治，固定义齿的修复。可以与我预约杭州市第一人民医院就诊。
180183	呼吸科	李俭杰，女，教授，副主任医师，从事胸部肿瘤临床工作17年，在肺癌的个体化及综合治疗方面有丰富的临床经验。	副主任医师		北京大学肿瘤医院	80	0.99	0.99	
13489	呼吸科	李霞，女，呼吸科主任医师，医学博士生，同济大学附属上海市肺科医院主任医师、呼吸科主任助理、同济大学医学院肺科医院内科教研室秘书，主要从事临床医疗兼顾科研和教学工作。华西医科大学呼吸内科硕士学位，同济大学医学博士生。从医28年，熟练掌握呼吸内科常见病和疑难病的诊治，尤其对肺结节的鉴别诊断、间质性肺疾病、结节病、肺癌、肺部感染、COPD、哮喘、支扩、机械通气等方面积累了丰富经验，擅长呼吸系统疑难杂症的诊治，对弥漫性肺疾病的诊断和鉴别诊断有较丰富的临床经验，多次参加国内相关学术活动进行交流学习和专题讲学。	主任医师		上海市肺科医院	180	0.99	0.99	
85577	呼吸科	韦民，女，主任医师，硕士。擅长于急性支气管炎、慢性支气管炎、阻塞性肺气肿、支气管哮喘、支气管扩张、肺源性心脏病等呼吸道疾病的诊断及治疗，尤其对治疗重症肺炎、呼吸衰竭经验丰富，对纤维支气管镜检查、肺功能检查、呼吸机操作技术等有其个人特长。	主任医师		中山大学附属第六医院	30	0.97	0.97	
4343450746	呼吸科	聂小蒙，博士，长海医院呼吸与危重症医学科副主任医师，副教授，研究生导师。	副主任医师	副教授	海军军医大学第一附属医院	50	1.0	1.0	请有影像检查结果的患者咨询时提供影像电子版图片，实在没有可以手动拍照，不要只提供报告
3319751495	呼吸科	北京大学医学部临床博士北京大学肿瘤医院胸部肿瘤内一科主治医师	主治医师	讲师	北京大学肿瘤医院	300	1.0	1.0	感谢您的关注～让我们共同努力，战胜病魔！
11908	呼吸科	张鸿，女，医学硕士,主任医师，毕业于首都医科大学临床医学专业，已从事呼吸专业工作10余年，在工作中积累了大量的临床经验。目前为中华医学会、中国医师协会会员，2008年被中央电视台科教节目制作中心聘为科教片科学顾问。主要专业特长：慢性阻塞性肺疾病，支气管哮喘，慢性咳嗽。	主任医师		首都医科大学附属北京朝阳医院	130	0.99	0.99	
28723	呼吸科	曹敏，女，主任医师，医学硕士。擅长间质性肺病、重症肺部感染、慢性阻塞性肺病等疾病的诊治。	主任医师	副教授	南京鼓楼医院	50	1.0	1.0	间质性肺疾病患者的好帮手各位病友，从今天起我就是你们的朋友了，你们有任何身体上的不适都可以咨询我，我会尽我所能帮你们排忧解难！
44560	呼吸科	邓述恺，男，教授，医学硕士，硕士研究生导师，中国临床肿瘤学会（CSCO）会员，四川省抗癌协会肿瘤呼吸专委会委员，四川省呼吸专委会肺癌学组委员，四川省医促会肿瘤MDT专委员肿瘤免疫治疗学术组组员，四川省肺癌联盟组员，四川省肿瘤靶向治疗专委会会员，肿瘤微创治疗专委会会员，肿瘤营养与支持治疗专委会会员，川南呼吸科肺癌协作组组长，泸州市肺癌科普专家，西南医科大学附属医院肺癌多学科诊疗团队（MDT）专家组核心成员，中华慈善总会（CCF）肺癌靶向药物注册医生。参加临床医疗、教学和科研工作30年，具有丰富的临床工作经验，主要从事肺炎、支气管哮喘、慢性阻塞性肺病、肺源性心脏病、肺栓塞等呼吸系统疾病的诊治，擅长肺癌和恶性胸腔积液的诊治。曾在河北医科大学第四医院（河北省肿瘤医院）、北京大学临床肿瘤学院（北京市肿瘤医院）、同济大学附属上海肺科医院、重庆西南医院、北京301医院（北京301医院）肿瘤中心等地专门研究和学习过肺癌的综合治疗，对肺癌新型化疗、靶向治疗、免疫治疗、恶性胸腔积液置管引起并胸膜粘连、微波消融等介入治疗等有较深入的研究；在首都医科大学附属北京朝阳医院-北京呼吸疾病研究所专修呼吸重症监护治疗，熟练掌握呼吸支持（呼吸机治疗）技术。研究方向：肺癌的基础与临床。	主任医师	教授	西南医科大学附属医院	150	0.98	0.98	温馨提示1.我科已开展超声支气管镜检查，肺癌的新型化疗、分子靶向治疗、免疫治疗、微波消融治疗、支气管镜下氩气刀及冷冻治疗、气管支架置入等综合治疗。2.由于疫情原因，凡是慢性咳嗽，慢阻肺，哮喘等患者需要明确咳嗽的病因（做呼出气一氧化氮浓度，肺功能测试，支气管激发试验），请就诊前空腹，备好48小时核酸检测报告！
299312	呼吸科	复旦大学医学博士，上海市东方医院呼吸与危重症科主任医师，副教授，硕士生导师，美国约翰霍普金斯医院访问学者，曾担任内镜中心副主任，多次被评为优秀科主任和优秀中共党员。专业擅长：肺部感染、胸膜疾病、呼吸疑难危重症救治和呼吸内镜介入诊疗技术。突出社会贡献：2013年创立了省医师协会呼吸疾病介入医师协会，担任常务副主任委员职务，随后相继成立了青年委员会和基层委员会，均担主任委员职务，为省内呼吸介入的蓬勃发展发挥了重要的推动作用。2018年10月协助创建配备有23张床位的上海市东方医院呼吸ICU，打造了呼吸内镜与呼吸危重症精准施制有机结合的专业特色，每年成功救治呼吸危重症近700人次，完成呼吸内镜600余例次。热爱医学，崇尚人文医疗，2019年底新冠以来，坚持一线排查新冠病人和抗疫，积极救治呼吸疑难危重症。	主任医师	副教授	上海市东方医院	59	1.0	1.0	学以去疾，德以扬善欢迎各位朋友来到我的网上工作室。感谢您的信任和理解，我愿与您携手，守护健康，为您提供最便捷科学的医疗指导！温馨提示：1.对于您遇到的各种呼吸系统疾病小问题，您可以申请网上咨询，我会尽快给您回复；由于临床工作繁忙，有时回复会略有延迟，还请你您能理解。2.如果希望得到我最快速解答，建议您申请电话咨询服务；3.如果需要我长期一对一健康或疾病管理指导，您可以申请我的家庭医生服务。希望我的网上工作室，可以为您提供最优质的健康/医疗帮助。祝您健康、平安、快乐！
584964332	呼吸科	上海市肺科医院肿瘤科副主任，内科教研室副主任，博士，主任医师，教授，博士生导师。主要研究方向：肺癌精准靶向治疗、免疫治疗及耐药机制与对策。擅长肺癌的筛查和早期诊断，肺癌的个体化及综合治疗策略。	主任医师	教授	上海市肺科医院, 上海市东方医院	100	1.0	1.0	为共同攻克肺癌而努力，不但要活得长还要活得好！！！
1013224538	呼吸科	张永明，中日友好医院呼吸中心、国家呼吸医学中心副主任医师。毕业于协和医科大学获得呼吸内科学博士学位。对哮喘、慢阻肺、咳嗽、肺部结节、结节病、肺癌、间质性肺炎的诊治有独到的经验。	副主任医师	讲师	中日友好医院	320	0.99	0.99	医者仁心这世界上不缺乏专家，不缺乏权威，缺乏的是一个“人”，一个肯把自己给出去的人。当我们帮助别人时，要记住医药是有时而穷的，唯有不竭的爱能照亮一个受苦的灵魂。我们每一天所遇见的，不仅是人的病，也是病的人，是人的眼泪，人的微笑，人的故事！让别人去享受“人上人”的荣耀，我只祈求善尽“人中人”的天职!
4549178556	呼吸科	呼吸与危重症医学科II病区副主任，副主任医师，硕士研究生。从事呼吸与结核病临床诊疗工作10余年，擅长呼吸系统疑难疾病鉴别诊断，尤其是肺结核，胸腔积液，肺结节，肺部弥漫性病变具有丰富诊疗经验	副主任医师		武汉市肺科医院	15	0.98	0.98	一切为了健康为了您的健康，我一定会耐心解答您的问题，尽自己的专业能力帮助您战胜疾病！
276537	呼吸科	赵海金，男，主任医师，医学博士。主要从事支气管哮喘、慢性阻塞性肺疾病（慢阻肺）及慢性咳嗽的基础与临床研究。	主任医师		南方医科大学南方医院	28	0.98	0.98	您好，感谢您的信任！您好，感谢您的信任！各位患者感谢你们对我的信任，欢迎关注我的网上工作室，今后如果有呼吸方面的问题可以向我留言，咨询，我会利用休息时间尽力尽快地解答您的疑虑，共同应对，衷心祝愿您早日康复！
623832647	呼吸科	复旦大学附属中山医院呼吸科副主任医师、博士。中华医学会呼吸分会肺癌学组青年委员中国医师协会内镜分会支气管镜协会青年委员2014年在白春学教授指导下建立国内首个肺结节专科门诊。通过近10年的工作，建立肺结节全套精准诊治体系。目前每年诊治肺结节的患者超6000名。发表国内外研究论文数十篇，总IF接近80分。精准诊断：拥有肺结节良恶性诊断全套体系。采用高级CT影像薄层处理技术，AI计算机辅助的结节体积倍增时间（VDT），密度变化来鉴别诊断结节的良恶性。血液CAC及ctDNA无创检查，外周磁导航及超声支气管镜或CT肺穿刺对疑难肺结节活检。肺结节诊断准确性可达98%以上。首创领先国际的计算机辅助肺磨玻璃结节浸润程度的鉴别模型，用于指导手术切除的时机。消结无痕：拥有最先进的肺结节诊治全套技术。张勇医生为国内首批开展磁导航支气管镜下肺结节消融手术的专家。并有多学科MDT团队高级专家根据结节和患者具体情况，行胸外科肺结节单孔微创切除，肺结节CT下消融、TOMO精准放疗和质子重离子治疗。	副主任医师		复旦大学附属中山医院	199	1.0	1.0	肺结节，不要过度治疗，更不能延误治疗医生的一句“这个结节不好”能把患者吓死，肺结节远远不止这么简单，需要全方位的评估:1.精准良恶性鉴别2.5-10年生长预测3.浸润阶段评估4.手术时机判断5.术后复发概率评估6.术后靶向治疗/免疫/化疗的必要性建议问诊区别图文问诊：电脑精准分析，请提供薄层CT的DICOM文件一问一答：适合CT解读报告等
84469	呼吸科	殷凯生，男，主任医师，教授，博士生导师，原江苏省人民医院呼吸科主任、呼吸病研究室主任和内科教研室主任。先后培养了博士、硕士和博士后60余名。是享受国务院特殊津贴的全国著名呼吸病专家。	主任医师	教授	江苏省人民医院, 江苏省第二中医院, 南京市江宁医院	66	0.93	0.93	欢迎来到我的个人网站!我是一名从医47年的老医生，出生于镇江市名医世家，曾接受过10年的医学教育(本科和研究生)，有过在国内外一流医院、市县级医院和最基层的乡医院卫生室的工作经历。悬壶济世，尽力减轻病患们的痛苦是我一生的追求。回顾过去，获得患者及家属和同行们的好评与肯定，颇感欣慰；展望未来，老马伏枥，希望通过个人网站的平台，为更多患者出力、服务！人吃五谷，不可能永远无恙。但只要不讳疾忌医、保持健康的心态，在医生的帮助下，就可以把损害减至最小！
271441	呼吸科	王继旺，男，主任医师，医学博士，硕士研究生导师，科副主任。曾到美国克里夫兰医院、NationalJewishHealth医院、约翰.霍夫金斯医院进修学习呼吸介入技术，世界支气管病及介入肺脏病学会会员。从事呼吸病学工作近30年。熟练应用可弯曲支气管镜、可弯曲支气管镜代胸腔镜及胸腔镜对肺、胸膜疾病进行诊治。掌握了可弯曲支气管镜下球囊扩张、针吸活检、纤支镜下肺活检，可弯曲支气管镜及硬质支气管镜下微波、冷冻、电刀、氩气刀及气道支架置入（包括硅酮支架）、肺气肿应用肺活掰支架行肺减容术等治疗技术，完成了省内首例硬镜下的介入治疗及硅酮支架置入术。熟练应用硬质支气管镜对中央气道的病变进行介入治疗。已完成可弯曲支气管镜检查8000余例，进行呼吸介入治疗1000余例，胸腔镜500余例。擅长对肺部肿块尤其是肺癌的诊治。熟悉及掌握了呼吸系统常见病、多发病的诊治。研究方向为呼吸介入诊断及治疗,肺癌的诊治及不明原因胸腔积液、肺气肿等的诊治等。	主任医师		江苏省人民医院	90	1.0	1.0	关爱健康欢迎您来到我的个人网站！我的擅长是肺癌、气道狭窄、不明原因胸腔积液及气道支架置入（活掰支架肺减容）等呼吸介入。从事呼吸病学工作近30年。熟练应用可弯曲支气管镜、超声支气管镜、纤支镜代胸腔镜及胸腔镜对肺、胸膜疾病进行诊治。掌握了硬镜及可弯曲支气管镜下球囊扩张、针吸活检、可弯曲支气管镜下肺活检，镜下微波、冷冻、电刀、氩气刀及气道支架置入等介入治疗技术，严重肺气肿及肺气肿型COPD的活掰支架减容术，肺大泡及气胸的活掰封堵术，已完成可弯曲支气管镜检查4000余例，胸腔镜300余例。擅长对肺部肿块尤其是肺癌的诊治。熟悉及掌握了呼吸系统常见病、多发病的诊治。在国内外杂志发表论文50余篇。参编5部著作，参与国家自然科学基金2项。研究方向为呼吸介入诊断及治疗,肺癌的诊治等。希望在这个有限的空间里能够给您提供切实的帮助，真诚与您携手，健康伴您同行。如有需就诊的患者，可关注我个人网站左边的门诊时间表或停诊公告，直接找我就诊。网络咨询有其局限性，网上答疑仅供参考。感谢您的支持、关注和信任！
