patient_id	doctor_id	label	satisfying_score
615	18	1	0.589
615	24	1	0.484
615	25	1	0.465
615	28	1	0.64
615	274	0	0.325
615	87	0	0.611
615	170	0	0.303
615	213	0	0.524
615	103	0	0.424
616	35	1	0.163
616	6	1	0.482
616	20	1	0.651
616	24	1	0.494
616	28	1	0.689
616	32	1	0.5
616	176	0	0.394
616	305	0	0.315
616	229	0	0.375
616	244	0	0.515
617	35	1	0.301
617	2	1	0.603
617	6	1	0.447
617	8	1	0.411
617	15	1	0.629
617	19	1	0.586
617	21	1	0.808
617	137	0	0.419
617	67	0	0.342
617	143	0	0.236
617	92	0	0.405
618	35	1	0.526
618	13	1	0.58
618	16	1	0.65
618	20	1	0.546
618	23	1	0.688
618	36	1	0.545
618	246	0	0.382
618	302	0	0.395
618	60	0	0.328
618	374	0	0.469
618	322	0	0.243
618	370	0	0.433
619	35	1	0.425
619	13	1	0.604
619	18	1	0.685
619	26	1	0.559
619	32	1	0.592
619	90	0	0.357
619	299	0	0.276
619	41	0	0.363
619	322	0	0.285
620	35	1	0.559
620	1	1	0.641
620	5	1	0.744
620	8	1	0.401
620	11	1	0.752
620	25	1	0.415
620	35	1	0.559
620	190	0	0.5
620	102	0	0.402
620	304	0	0.402
620	169	0	0.354
620	358	0	0.474
620	215	0	0.457
621	35	1	0.397
621	8	1	0.422
621	10	1	0.458
621	25	1	0.437
621	29	1	0.691
621	35	1	0.397
621	36	1	0.498
621	104	0	0.371
621	121	0	0.397
621	178	0	0.298
621	223	0	0.376
621	268	0	0.524
621	282	0	0.368
622	35	1	0.397
622	15	1	0.614
622	16	1	0.677
622	28	1	0.617
622	29	1	0.593
622	315	0	0.509
622	281	0	0.278
622	146	0	0.45
622	169	0	0.445
623	36	1	0.495
623	7	1	0.633
623	8	1	0.516
623	22	1	0.562
623	30	1	0.65
623	31	1	0.591
623	213	0	0.319
623	292	0	0.327
623	319	0	0.359
623	281	0	0.385
623	350	0	0.374
624	36	1	0.397
624	7	1	0.605
624	9	1	0.692
624	28	1	0.563
624	32	1	0.495
624	34	1	0.638
624	408	0	0.559
624	381	0	0.325
624	365	0	0.311
624	108	0	0.457
624	252	0	0.422
624	291	0	0.288
625	36	1	0.61
625	6	1	0.612
625	12	1	0.615
625	13	1	0.474
625	18	1	0.647
625	23	1	0.532
625	166	0	0.297
625	392	0	0.369
625	239	0	0.316
625	351	0	0.213
625	158	0	0.464
625	68	0	0.421
625	135	0	0.352
626	36	1	0.559
626	23	1	0.744
626	25	1	0.537
626	27	1	0.682
626	30	1	0.649
626	36	1	0.559
626	365	0	0.3
626	38	0	0.518
626	127	0	0.505
626	156	0	0.384
627	36	1	0.408
627	11	1	0.53
627	17	1	0.572
627	19	1	0.55
627	36	1	0.408
627	285	0	0.234
627	124	0	0.319
627	332	0	0.515
627	225	0	0.354
627	181	0	0.306
627	42	0	0.273
627	353	0	0.2
628	36	1	0.571
628	2	1	0.737
628	13	1	0.674
628	16	1	0.653
628	17	1	0.604
628	21	1	0.493
628	23	1	0.48
628	35	1	0.475
628	369	0	0.38
628	47	0	0.342
628	357	0	0.422
628	48	0	0.424
628	196	0	0.347
629	36	1	0.4
629	11	1	0.724
629	17	1	0.594
629	30	1	0.61
629	36	1	0.4
629	258	0	0.374
629	37	0	0.322
629	373	0	0.324
629	400	0	0.302
629	331	0	0.45
630	36	1	0.595
630	8	1	0.424
630	21	1	0.725
630	30	1	0.632
630	35	1	0.553
630	119	0	0.528
630	255	0	0.214
630	331	0	0.416
630	322	0	0.355
630	95	0	0.326
630	312	0	0.342
630	326	0	0.339
631	36	1	0.591
631	5	1	0.664
631	15	1	0.609
631	25	1	0.497
631	29	1	0.68
631	226	0	0.166
631	333	0	0.25
631	402	0	0.636
631	176	0	0.399
631	118	0	0.422
631	162	0	0.279
632	36	1	0.318
632	6	1	0.485
632	10	1	0.472
632	15	1	0.556
632	19	1	0.612
632	21	1	0.5
632	22	1	0.565
632	23	1	0.508
632	394	0	0.279
632	393	0	0.636
632	334	0	0.377
632	398	0	0.459
632	271	0	0.298
632	261	0	0.282
633	36	1	0.593
633	11	1	0.698
633	18	1	0.695
633	22	1	0.583
633	27	1	0.49
633	36	1	0.593
633	323	0	0.426
633	208	0	0.412
633	267	0	0.32
633	172	0	0.502
633	297	0	0.342
633	72	0	0.408
634	36	1	0.362
634	1	1	0.562
634	3	1	0.456
634	16	1	0.653
634	17	1	0.652
634	21	1	0.553
634	30	1	0.716
634	343	0	0.354
634	401	0	0.475
634	239	0	0.322
634	275	0	0.187
634	383	0	0.538
635	36	1	0.422
635	20	1	0.677
635	23	1	0.501
635	25	1	0.539
635	27	1	0.493
635	32	1	0.555
635	366	0	0.43
635	83	0	0.362
635	210	0	0.701
635	153	0	0.462
635	53	0	0.227
636	36	1	0.442
636	10	1	0.538
636	15	1	0.584
636	21	1	0.475
636	34	1	0.54
636	271	0	0.388
636	203	0	0.407
636	98	0	0.499
636	211	0	0.526
636	187	0	0.473
636	198	0	0.297
637	36	1	0.414
637	1	1	0.549
637	18	1	0.567
637	21	1	0.49
637	22	1	0.633
637	29	1	0.519
637	35	1	0.477
637	36	1	0.414
637	322	0	0.265
637	215	0	0.425
637	191	0	0.407
637	81	0	0.479
638	36	1	0.204
638	16	1	0.685
638	20	1	0.635
638	26	1	0.576
638	32	1	0.564
638	35	1	0.568
638	366	0	0.267
638	226	0	0.287
638	258	0	0.315
638	259	0	0.252
638	212	0	0.391
638	139	0	0.377
639	37	1	0.692
639	50	1	0.538
639	52	1	0.511
639	65	1	0.579
639	68	1	0.534
639	357	0	0.454
639	161	0	0.309
639	403	0	0.403
639	303	0	0.409
639	178	0	0.351
640	37	1	0.549
640	41	1	0.569
640	47	1	0.518
640	57	1	0.426
640	71	1	0.349
640	324	0	0.503
640	136	0	0.413
640	228	0	0.359
640	184	0	0.272
640	264	0	0.257
641	37	1	0.797
641	50	1	0.636
641	53	1	0.515
641	65	1	0.675
641	68	1	0.666
641	405	0	0.41
641	288	0	0.337
641	242	0	0.26
641	157	0	0.466
641	370	0	0.47
642	37	1	0.585
642	38	1	0.635
642	39	1	0.609
642	46	1	0.699
642	56	1	0.43
642	63	1	0.509
642	68	1	0.691
642	74	1	0.59
642	335	0	0.292
642	114	0	0.502
642	357	0	0.521
642	80	0	0.448
642	280	0	0.482
643	37	1	0.633
643	39	1	0.654
643	44	1	0.57
643	55	1	0.54
643	70	1	0.52
643	16	0	0.636
643	305	0	0.242
643	306	0	0.219
643	294	0	0.549
643	95	0	0.521
643	200	0	0.462
643	230	0	0.3
644	37	1	0.514
644	38	1	0.692
644	41	1	0.561
644	44	1	0.654
644	63	1	0.564
644	67	1	0.672
644	71	1	0.356
644	151	0	0.375
644	212	0	0.373
644	338	0	0.303
644	391	0	0.417
644	280	0	0.407
644	201	0	0.402
644	282	0	0.515
645	37	1	0.442
645	38	1	0.602
645	42	1	0.494
645	47	1	0.432
645	48	1	0.551
645	49	1	0.584
645	50	1	0.717
645	62	1	0.563
645	254	0	0.305
645	312	0	0.407
645	166	0	0.378
645	383	0	0.558
645	153	0	0.416
645	4	0	0.335
646	37	1	0.65
646	38	1	0.671
646	55	1	0.612
646	57	1	0.481
646	72	1	0.485
646	77	1	0.578
646	302	0	0.405
646	147	0	0.47
646	328	0	0.159
646	236	0	0.403
646	118	0	0.528
646	410	0	0.398
646	303	0	0.387
647	37	1	0.731
647	39	1	0.531
647	46	1	0.602
647	56	1	0.654
647	67	1	0.597
647	68	1	0.584
647	127	0	0.281
647	221	0	0.563
647	135	0	0.174
647	282	0	0.516
648	37	1	0.661
648	37	1	0.661
648	40	1	0.332
648	373	0	0.325
648	295	0	0.321
648	162	0	0.383
648	372	0	0.315
648	256	0	0.332
648	312	0	0.308
648	212	0	0.372
649	37	1	0.714
649	44	1	0.614
649	45	1	0.545
649	63	1	0.611
649	64	1	0.749
649	69	1	0.585
649	75	1	0.466
649	362	0	0.257
649	274	0	0.38
649	111	0	0.511
649	359	0	0.354
649	135	0	0.353
649	23	0	0.372
650	37	1	0.707
650	46	1	0.561
650	69	1	0.561
650	71	1	0.408
650	268	0	0.328
650	291	0	0.338
650	203	0	0.295
650	357	0	0.501
650	280	0	0.465
650	146	0	0.323
650	358	0	0.433
651	37	1	0.658
651	37	1	0.658
651	40	1	0.536
651	44	1	0.62
651	274	0	0.242
651	404	0	0.311
651	130	0	0.324
651	291	0	0.199
652	37	1	0.489
652	37	1	0.489
652	298	0	0.39
652	374	0	0.265
652	282	0	0.441
652	109	0	0.573
653	37	1	0.565
653	51	1	0.596
653	52	1	0.518
653	61	1	0.462
653	74	1	0.514
653	77	1	0.447
653	349	0	0.377
653	231	0	0.322
653	108	0	0.337
653	103	0	0.394
653	80	0	0.496
653	128	0	0.211
654	37	1	0.46
654	40	1	0.407
654	43	1	0.582
654	55	1	0.571
654	71	1	0.344
654	76	1	0.558
654	406	0	0.659
654	402	0	0.701
654	242	0	0.272
654	115	0	0.422
655	37	1	0.662
655	37	1	0.662
655	204	0	0.232
655	26	0	0.404
655	303	0	0.391
655	265	0	0.17
655	145	0	0.417
655	264	0	0.2
656	37	1	0.592
656	39	1	0.45
656	50	1	0.628
656	55	1	0.63
656	225	0	0.309
656	131	0	0.335
656	222	0	0.579
656	304	0	0.302
656	36	0	0.363
657	37	1	0.662
657	37	1	0.662
657	40	1	0.398
657	2	0	0.395
657	230	0	0.262
657	173	0	0.317
657	248	0	0.373
657	309	0	0.411
657	167	0	0.327
658	38	1	0.566
658	37	1	0.689
658	38	1	0.566
658	48	1	0.636
658	50	1	0.678
658	100	0	0.379
658	210	0	0.7
658	369	0	0.262
658	333	0	0.296
658	157	0	0.447
658	311	0	0.318
658	154	0	0.388
659	38	1	0.589
659	45	1	0.591
659	49	1	0.546
659	55	1	0.65
659	59	1	0.573
659	309	0	0.17
659	215	0	0.475
659	413	0	0.247
659	373	0	0.332
660	38	1	0.716
660	38	1	0.716
660	39	1	0.505
660	44	1	0.733
660	48	1	0.528
660	60	1	0.521
660	77	1	0.513
660	215	0	0.35
660	317	0	0.338
660	381	0	0.409
660	150	0	0.349
661	38	1	0.58
661	37	1	0.658
661	38	1	0.58
661	39	1	0.529
661	44	1	0.636
661	47	1	0.735
661	48	1	0.67
661	60	1	0.414
661	106	0	0.345
661	161	0	0.339
661	379	0	0.466
661	295	0	0.335
661	148	0	0.492
661	280	0	0.457
662	38	1	0.449
662	42	1	0.523
662	62	1	0.669
662	69	1	0.494
662	74	1	0.5
662	135	0	0.312
662	234	0	0.476
662	148	0	0.419
662	303	0	0.389
662	229	0	0.304
662	295	0	0.352
663	38	1	0.527
663	37	1	0.63
663	41	1	0.619
663	44	1	0.606
663	54	1	0.482
663	63	1	0.619
663	67	1	0.523
663	331	0	0.338
663	101	0	0.424
663	373	0	0.357
663	113	0	0.41
663	336	0	0.263
664	38	1	0.588
664	44	1	0.654
664	49	1	0.577
664	60	1	0.52
664	66	1	0.4
664	73	1	0.677
664	77	1	0.44
664	205	0	0.537
664	239	0	0.341
664	121	0	0.317
664	24	0	0.466
664	233	0	0.458
665	38	1	0.836
665	37	1	0.662
665	45	1	0.635
665	55	1	0.548
665	75	1	0.521
665	288	0	0.443
665	256	0	0.288
665	383	0	0.579
665	86	0	0.445
666	38	1	0.397
666	42	1	0.464
666	48	1	0.607
666	61	1	0.468
666	73	1	0.473
666	296	0	0.473
666	352	0	0.493
666	17	0	0.451
666	92	0	0.306
666	2	0	0.388
666	163	0	0.253
666	10	0	0.288
667	38	1	0.587
667	39	1	0.475
667	48	1	0.579
667	61	1	0.618
667	67	1	0.537
667	320	0	0.485
667	184	0	0.224
667	146	0	0.48
667	317	0	0.378
667	314	0	0.301
667	169	0	0.269
668	38	1	0.557
668	64	1	0.581
668	67	1	0.71
668	77	1	0.441
668	115	0	0.46
668	92	0	0.289
668	351	0	0.344
668	233	0	0.388
668	169	0	0.441
669	38	1	0.417
669	52	1	0.459
669	53	1	0.538
669	57	1	0.464
669	60	1	0.438
669	67	1	0.533
669	77	1	0.665
669	3	0	0.451
669	262	0	0.251
669	256	0	0.328
669	306	0	0.223
669	11	0	0.44
669	296	0	0.403
670	38	1	0.684
670	41	1	0.487
670	42	1	0.528
670	49	1	0.525
670	68	1	0.556
670	72	1	0.497
670	73	1	0.452
670	238	0	0.248
670	229	0	0.386
670	233	0	0.394
670	163	0	0.33
670	411	0	0.457
671	38	1	0.685
671	39	1	0.432
671	44	1	0.654
671	51	1	0.602
671	53	1	0.515
671	71	1	0.376
671	168	0	0.361
671	353	0	0.244
671	170	0	0.342
671	108	0	0.501
671	83	0	0.592
672	38	1	0.405
672	37	1	0.662
672	43	1	0.486
672	59	1	0.497
672	76	1	0.528
672	302	0	0.247
672	249	0	0.202
672	102	0	0.3
672	8	0	0.37
672	203	0	0.412
673	38	1	0.393
673	57	1	0.522
673	66	1	0.409
673	72	1	0.491
673	77	1	0.465
673	255	0	0.252
673	359	0	0.386
673	363	0	0.265
673	17	0	0.373
673	283	0	0.444
674	39	1	0.526
674	43	1	0.478
674	48	1	0.718
674	52	1	0.491
674	64	1	0.724
674	69	1	0.508
674	161	0	0.267
674	207	0	0.431
674	119	0	0.442
674	117	0	0.429
674	387	0	0.442
674	184	0	0.248
674	339	0	0.204
675	39	1	0.661
675	39	1	0.661
675	40	1	0.407
675	43	1	0.498
675	46	1	0.566
675	47	1	0.459
675	56	1	0.527
675	350	0	0.445
675	408	0	0.499
675	349	0	0.45
675	31	0	0.408
675	33	0	0.593
676	39	1	0.414
676	37	1	0.647
676	38	1	0.747
676	60	1	0.461
676	342	0	0.294
676	162	0	0.469
676	359	0	0.359
676	140	0	0.423
676	205	0	0.372
677	39	1	0.562
677	37	1	0.698
677	46	1	0.605
677	47	1	0.377
677	56	1	0.428
677	67	1	0.476
677	68	1	0.675
677	353	0	0.425
677	226	0	0.288
677	355	0	0.34
677	407	0	0.292
677	155	0	0.423
677	308	0	0.216
677	288	0	0.46
678	39	1	0.562
678	39	1	0.562
678	40	1	0.463
678	52	1	0.574
678	55	1	0.659
678	75	1	0.467
678	18	0	0.496
678	268	0	0.507
678	381	0	0.415
678	236	0	0.544
678	207	0	0.282
678	221	0	0.545
679	39	1	0.783
679	44	1	0.654
679	55	1	0.585
679	57	1	0.421
679	59	1	0.593
679	71	1	0.449
679	75	1	0.443
679	374	0	0.337
679	31	0	0.457
679	347	0	0.436
679	246	0	0.292
679	191	0	0.425
679	257	0	0.383
679	410	0	0.371
680	39	1	0.194
680	57	1	0.542
680	59	1	0.543
680	71	1	0.384
680	264	0	0.301
680	334	0	0.485
680	297	0	0.457
680	150	0	0.22
680	401	0	0.351
681	39	1	0.491
681	46	1	0.554
681	57	1	0.485
681	67	1	0.724
681	372	0	0.362
681	328	0	0.393
681	396	0	0.388
681	176	0	0.353
681	246	0	0.287
681	280	0	0.353
681	198	0	0.414
682	39	1	0.537
682	39	1	0.537
682	44	1	0.725
682	47	1	0.51
682	55	1	0.585
682	65	1	0.648
682	278	0	0.269
682	289	0	0.533
682	121	0	0.38
682	321	0	0.263
683	39	1	0.575
683	37	1	0.662
683	39	1	0.575
683	44	1	0.583
683	50	1	0.594
683	55	1	0.583
683	71	1	0.446
683	411	0	0.441
683	347	0	0.298
683	13	0	0.44
683	177	0	0.512
683	412	0	0.481
684	39	1	0.364
684	37	1	0.644
684	39	1	0.364
684	50	1	0.59
684	71	1	0.326
684	217	0	0.2
684	196	0	0.326
684	213	0	0.507
684	350	0	0.39
684	356	0	0.566
684	199	0	0.352
685	39	1	0.395
685	48	1	0.6
685	49	1	0.602
685	66	1	0.639
685	67	1	0.579
685	70	1	0.472
685	74	1	0.519
685	180	0	0.355
685	212	0	0.336
685	81	0	0.419
685	94	0	0.274
685	398	0	0.481
686	39	1	0.532
686	37	1	0.662
686	44	1	0.631
686	50	1	0.632
686	55	1	0.572
686	211	0	0.487
686	10	0	0.35
686	158	0	0.347
686	321	0	0.245
686	132	0	0.397
686	313	0	0.348
687	39	1	0.496
687	39	1	0.496
687	40	1	0.369
687	43	1	0.643
687	46	1	0.557
687	52	1	0.575
687	388	0	0.343
687	359	0	0.301
687	205	0	0.548
687	28	0	0.411
687	334	0	0.371
688	39	1	0.406
688	42	1	0.528
688	44	1	0.654
688	45	1	0.611
688	52	1	0.508
688	58	1	0.499
688	63	1	0.54
688	176	0	0.428
688	192	0	0.265
688	33	0	0.575
688	397	0	0.55
688	200	0	0.48
688	24	0	0.393
688	399	0	0.283
689	39	1	0.459
689	44	1	0.664
689	55	1	0.761
689	58	1	0.461
689	71	1	0.38
689	240	0	0.459
689	132	0	0.421
689	202	0	0.438
689	2	0	0.324
689	167	0	0.33
690	40	1	0.346
690	67	1	0.568
690	70	1	0.534
690	73	1	0.431
690	76	1	0.524
690	391	0	0.34
690	136	0	0.381
690	302	0	0.419
690	309	0	0.528
690	417	0	0.322
691	40	1	0.404
691	39	1	0.433
691	41	1	0.939
691	51	1	0.629
691	67	1	0.656
691	237	0	0.464
691	83	0	0.577
691	264	0	0.293
691	299	0	0.449
691	2	0	0.218
691	207	0	0.317
692	40	1	0.317
692	37	1	0.687
692	39	1	0.645
692	52	1	0.507
692	55	1	0.549
692	70	1	0.58
692	20	0	0.373
692	168	0	0.381
692	197	0	0.394
692	406	0	0.416
692	131	0	0.317
692	317	0	0.408
693	40	1	0.322
693	45	1	0.544
693	46	1	0.612
693	59	1	0.524
693	61	1	0.523
693	67	1	0.615
693	74	1	0.496
693	374	0	0.349
693	197	0	0.262
693	237	0	0.387
693	355	0	0.446
694	40	1	0.293
694	40	1	0.293
694	43	1	0.518
694	57	1	0.494
694	63	1	0.602
694	87	0	0.572
694	350	0	0.368
694	230	0	0.219
694	284	0	0.282
695	40	1	0.279
695	37	1	0.662
695	44	1	0.652
695	209	0	0.285
695	2	0	0.388
695	222	0	0.605
695	22	0	0.435
695	231	0	0.331
695	379	0	0.427
696	40	1	0.342
696	47	1	0.513
696	58	1	0.46
696	67	1	0.62
696	74	1	0.651
696	76	1	0.629
696	6	0	0.334
696	105	0	0.554
696	370	0	0.436
696	356	0	0.543
697	40	1	0.289
697	39	1	0.455
697	41	1	0.416
697	44	1	0.636
697	51	1	0.701
697	71	1	0.414
697	325	0	0.436
697	363	0	0.287
697	322	0	0.307
697	245	0	0.327
698	40	1	0.296
698	44	1	0.694
698	66	1	0.489
698	69	1	0.527
698	355	0	0.393
698	212	0	0.192
698	250	0	0.505
698	99	0	0.527
698	30	0	0.564
698	214	0	0.341
699	40	1	0.318
699	37	1	0.746
699	42	1	0.564
699	43	1	0.72
699	44	1	0.769
699	55	1	0.735
699	76	1	0.585
699	388	0	0.343
699	242	0	0.303
699	292	0	0.323
699	184	0	0.306
699	338	0	0.285
700	40	1	0.225
700	40	1	0.225
700	43	1	0.514
700	50	1	0.622
700	53	1	0.479
700	56	1	0.477
700	68	1	0.613
700	172	0	0.526
700	383	0	0.502
700	356	0	0.463
700	163	0	0.343
700	168	0	0.327
700	314	0	0.346
700	387	0	0.399
701	40	1	0.29
701	45	1	0.489
701	56	1	0.392
701	64	1	0.702
701	67	1	0.607
701	70	1	0.461
701	74	1	0.662
701	76	1	0.576
701	257	0	0.442
701	158	0	0.314
701	347	0	0.34
701	18	0	0.477
702	40	1	0.331
702	40	1	0.331
702	50	1	0.58
702	53	1	0.523
702	56	1	0.506
702	68	1	0.643
702	76	1	0.539
702	142	0	0.493
702	173	0	0.331
702	124	0	0.361
702	79	0	0.299
703	40	1	0.304
703	40	1	0.304
703	50	1	0.542
703	68	1	0.519
703	156	0	0.353
703	26	0	0.461
703	97	0	0.321
703	418	0	0.255
704	40	1	0.291
704	39	1	0.521
704	55	1	0.599
704	68	1	0.766
704	70	1	0.479
704	71	1	0.392
704	75	1	0.525
704	121	0	0.441
704	203	0	0.427
704	167	0	0.265
704	122	0	0.44
705	40	1	0.275
705	45	1	0.614
705	61	1	0.65
705	75	1	0.443
705	286	0	0.421
705	143	0	0.373
705	388	0	0.343
705	396	0	0.333
706	41	1	0.401
706	47	1	0.472
706	66	1	0.514
706	71	1	0.4
706	406	0	0.368
706	315	0	0.314
706	341	0	0.46
706	306	0	0.302
706	27	0	0.373
707	41	1	0.202
707	38	1	0.701
707	41	1	0.202
707	55	1	0.547
707	66	1	0.514
707	68	1	0.557
707	72	1	0.661
707	73	1	0.475
707	261	0	0.312
707	174	0	0.485
707	233	0	0.379
707	409	0	0.257
707	171	0	0.449
707	254	0	0.379
707	99	0	0.326
708	41	1	0.35
708	43	1	0.604
708	58	1	0.445
708	62	1	0.691
708	64	1	0.613
708	232	0	0.393
708	294	0	0.42
708	418	0	0.408
708	122	0	0.44
708	322	0	0.339
708	19	0	0.321
709	41	1	0.303
709	41	1	0.303
709	65	1	0.534
709	70	1	0.478
709	77	1	0.564
709	231	0	0.159
709	224	0	0.269
709	261	0	0.301
709	108	0	0.402
709	407	0	0.493
709	237	0	0.404
710	41	1	0.458
710	51	1	0.719
710	52	1	0.645
710	64	1	0.644
710	70	1	0.597
710	256	0	0.305
710	216	0	0.562
710	375	0	0.543
710	221	0	0.607
710	386	0	0.356
710	209	0	0.239
710	304	0	0.261
711	41	1	0.328
711	41	1	0.328
711	47	1	0.498
711	55	1	0.51
711	59	1	0.525
711	77	1	0.549
711	189	0	0.504
711	414	0	0.484
711	393	0	0.629
711	109	0	0.583
711	338	0	0.3
711	91	0	0.451
712	41	1	0.352
712	44	1	0.582
712	49	1	0.522
712	63	1	0.602
712	67	1	0.6
712	71	1	0.412
712	75	1	0.478
712	240	0	0.451
712	106	0	0.444
712	13	0	0.261
712	203	0	0.406
712	331	0	0.409
713	41	1	0.513
713	46	1	0.676
713	51	1	0.563
713	57	1	0.493
713	65	1	0.564
713	232	0	0.381
713	112	0	0.452
713	276	0	0.384
713	206	0	0.363
713	97	0	0.364
713	310	0	0.329
713	30	0	0.515
714	41	1	0.445
714	43	1	0.566
714	50	1	0.619
714	56	1	0.452
714	67	1	0.558
714	150	0	0.314
714	355	0	0.392
714	367	0	0.473
714	129	0	0.335
715	41	1	0.522
715	37	1	0.662
715	39	1	0.472
715	42	1	0.55
715	45	1	0.591
715	51	1	0.555
715	62	1	0.581
715	64	1	0.601
715	109	0	0.551
715	247	0	0.311
715	342	0	0.239
715	318	0	0.294
715	28	0	0.376
715	234	0	0.407
715	147	0	0.354
716	41	1	0.481
716	42	1	0.48
716	54	1	0.717
716	55	1	0.627
716	58	1	0.51
716	61	1	0.556
716	69	1	0.728
716	77	1	0.546
716	180	0	0.208
716	154	0	0.387
716	170	0	0.389
716	277	0	0.448
716	116	0	0.41
716	270	0	0.345
717	41	1	0.215
717	49	1	0.789
717	51	1	0.654
717	71	1	0.418
717	72	1	0.739
717	280	0	0.392
717	344	0	0.36
717	386	0	0.39
717	268	0	0.41
717	99	0	0.487
718	41	1	0.224
718	37	1	0.867
718	38	1	0.709
718	50	1	0.551
718	306	0	0.303
718	338	0	0.344
718	174	0	0.459
718	97	0	0.341
718	146	0	0.345
719	41	1	0.385
719	41	1	0.385
719	47	1	0.403
719	55	1	0.535
719	70	1	0.414
719	73	1	0.658
719	10	0	0.281
719	142	0	0.28
719	13	0	0.283
719	250	0	0.44
719	391	0	0.392
719	143	0	0.317
720	41	1	0.308
720	45	1	0.613
720	48	1	0.639
720	67	1	0.71
720	70	1	0.44
720	162	0	0.295
720	159	0	0.465
720	390	0	0.291
720	4	0	0.31
720	230	0	0.289
720	92	0	0.433
720	348	0	0.334
721	41	1	0.396
721	40	1	0.359
721	43	1	0.648
721	44	1	0.648
721	48	1	0.544
721	71	1	0.37
721	74	1	0.667
721	139	0	0.339
721	323	0	0.517
721	25	0	0.321
721	175	0	0.291
722	42	1	0.48
722	39	1	0.495
722	58	1	0.499
722	62	1	0.671
722	69	1	0.728
722	71	1	0.472
722	337	0	0.369
722	248	0	0.333
722	298	0	0.434
722	339	0	0.278
722	319	0	0.335
722	208	0	0.384
723	42	1	0.421
723	54	1	0.46
723	55	1	0.545
723	64	1	0.738
723	69	1	0.487
723	26	0	0.371
723	387	0	0.451
723	14	0	0.424
723	171	0	0.363
723	413	0	0.302
723	374	0	0.268
723	229	0	0.362
724	42	1	0.273
724	37	1	0.634
724	40	1	0.332
724	45	1	0.819
724	286	0	0.392
724	251	0	0.373
724	85	0	0.409
724	97	0	0.335
724	269	0	0.318
724	300	0	0.403
724	147	0	0.415
725	42	1	0.475
725	46	1	0.653
725	61	1	0.525
725	66	1	0.436
725	67	1	0.532
725	74	1	0.47
725	76	1	0.584
725	414	0	0.539
725	207	0	0.435
725	132	0	0.341
725	240	0	0.431
725	109	0	0.396
726	42	1	0.345
726	44	1	0.675
726	48	1	0.703
726	58	1	0.432
726	74	1	0.562
726	76	1	0.624
726	162	0	0.314
726	356	0	0.462
726	196	0	0.286
726	350	0	0.385
727	42	1	0.481
727	38	1	0.603
727	42	1	0.481
727	47	1	0.526
727	53	1	0.506
727	55	1	0.681
727	75	1	0.421
727	390	0	0.43
727	141	0	0.403
727	317	0	0.406
727	254	0	0.362
727	347	0	0.332
727	380	0	0.491
728	42	1	0.4
728	44	1	0.636
728	60	1	0.467
728	67	1	0.7
728	76	1	0.517
728	356	0	0.491
728	32	0	0.347
728	108	0	0.337
728	230	0	0.267
728	97	0	0.395
728	151	0	0.291
729	42	1	0.605
729	43	1	0.533
729	50	1	0.706
729	57	1	0.422
729	59	1	0.505
729	72	1	0.438
729	74	1	0.539
729	374	0	0.373
729	380	0	0.391
729	27	0	0.247
729	385	0	0.433
729	413	0	0.366
730	42	1	0.412
730	45	1	0.546
730	56	1	0.426
730	58	1	0.422
730	72	1	0.486
730	77	1	0.445
730	83	0	0.578
730	238	0	0.29
730	402	0	0.701
730	277	0	0.392
730	84	0	0.367
731	42	1	0.452
731	58	1	0.464
731	61	1	0.517
731	292	0	0.269
731	260	0	0.191
731	135	0	0.26
731	103	0	0.235
731	270	0	0.263
731	173	0	0.287
731	2	0	0.384
732	42	1	0.312
732	37	1	0.698
732	40	1	0.351
732	43	1	0.532
732	55	1	0.516
732	212	0	0.408
732	178	0	0.267
732	111	0	0.452
732	356	0	0.505
732	88	0	0.488
732	91	0	0.349
732	376	0	0.492
733	42	1	0.368
733	37	1	0.706
733	38	1	0.632
733	49	1	0.631
733	56	1	0.508
733	61	1	0.493
733	65	1	0.675
733	73	1	0.422
733	326	0	0.337
733	256	0	0.284
733	149	0	0.448
733	253	0	0.378
733	320	0	0.26
733	16	0	0.617
734	42	1	0.286
734	39	1	0.492
734	42	1	0.286
734	53	1	0.539
734	63	1	0.706
734	194	0	0.243
734	180	0	0.3
734	22	0	0.45
734	79	0	0.299
734	225	0	0.406
734	210	0	0.731
734	298	0	0.396
735	42	1	0.48
735	39	1	0.463
735	44	1	0.663
735	58	1	0.575
735	71	1	0.439
735	77	1	0.601
735	112	0	0.55
735	371	0	0.39
735	83	0	0.532
735	404	0	0.35
735	304	0	0.365
735	104	0	0.412
735	225	0	0.377
736	42	1	0.531
736	49	1	0.61
736	57	1	0.447
736	59	1	0.717
736	62	1	0.6
736	69	1	0.538
736	72	1	0.547
736	417	0	0.38
736	217	0	0.33
736	305	0	0.382
736	97	0	0.224
737	42	1	0.716
737	48	1	0.644
737	50	1	0.641
737	51	1	0.558
737	61	1	0.461
737	64	1	0.642
737	68	1	0.551
737	396	0	0.329
737	308	0	0.398
737	271	0	0.346
737	219	0	0.538
737	88	0	0.432
737	403	0	0.262
737	316	0	0.425
738	42	1	0.58
738	37	1	0.662
738	41	1	0.531
738	48	1	0.752
738	62	1	0.752
738	64	1	0.605
738	264	0	0.325
738	191	0	0.294
738	408	0	0.499
738	397	0	0.523
738	36	0	0.41
739	42	1	0.597
739	38	1	0.584
739	45	1	0.572
739	48	1	0.717
